pos_id,pos_name,client_name
1273,Prov_Tepotzotlan,Farmacia Divina Providencia
1274,San Rafael _ Huejotzingo,Super Farmacias San Rafael
1275,San Rafael_chiuauzingo,Super Farmacias San Rafael
1276,Farmacia Gadal,Farmacia Gadal
1279,Farmaexpress,Pharmaexpress
1280,Farmacias Acero,Farmacias Acero
1281,Farmacia Solis,Farmacia Solis
1282,FP 1 sucursal,Farmacia Farmapronto
1283,Teabo,Doctor Pez
2240,Chumayel,Doctor Pez
2241,MAYAPAN,Doctor Pez
2243,Mama,Doctor Pez
1284,Bodega  General,Farma Total
1288,san diego,Farma Total
1285,Santa Elena,Santa Elena
1286,Farmangie,Farmacia Farmangie
1287,Castañeda,Castañeda
1289,Ceracom,Farmacia Ceracom
1290,Valencia (San Pablo),Farmacia Valencia
1291,Farmacia Cristo Rey Progreso,Farmacia Cristo Rey
1292,Farmacia del Valle Tepatepec,Farmacia Cristo Rey
1293,Afganistán,Medi Farmacias
1300,Ebanos,Medi Farmacias
1294,Ads Medical,Farmacia ADS Medical
1295,Famevaem,Farmacia Chiquinquira
1315,Bogotá,Colombia
1296,Ozanets,Farmacia Ozanets
1297,Farmatico,Farmatico
1298,Huatulco,Farmacias Ariel
1299,Pochutla,Farmacias Ariel
1301,San Agustin,San Agustin
1302,El Angel,El Angel
1303,Del Carmen,Farmacia Del Carmen
1304,Farmacia Ortiz,Farmacia Ortiz
1305,San Judas Tadeo,Serv. Medicos San Judas Tadeo
1306,Santa Cecilia Farma,Santa Cecilia Farma
1307,Aida,Farmacia Aida
1308,Tienda UNAM,Tienda UNAM
1309,FarmaCid,FarmaCid
1310,Farmacia Zakai,Farmacia Zakai
1311,Verdux Ciudad Lago,Verdux
2913,Verdux Oriente,Verdux
1312,Farmasana,Farmasana
1313,Farmacia Vive,Farmacia Vive
1314,Farmacia La Fe,Farmacia La Fe Teoselo
1316,Mejor Salud,Farmacia Mejor Salud
1317,Santa Ana,Santa Ana Juarez
1318,Farmacia UPE,Farmacias UPE
1319,Zaragoza,Farmacia Kent
1320,Libertad 15,Farmacia Kent
1321,Libertad 34,Farmacia Kent
1322,Traxcala,Farmacia Kent
1323,Sinaloa,Farmacia Kent
1324,Farmacia WGH,Farmacia WGH
1325,Juquilita,Farmacia Juquilita
1326,Ecofarma Via Alcorta,Farmacia ECOFARMA
1365,Ecofarma Sucursal Mexico,Farmacia ECOFARMA
1327,Simas - 5 de mayo,Farmacia Simas (Heroes 5 de mayo)
1328,Leon de Juda,Farmacia Leon de Juda
1329,Ti Farmacias,Farmacia FarmaSana
1330,Sanchez 1,Farmacia y Abarrotes Sanchez
1331,Cisabi,Cisabi
1332,San Javier,Farmacia San Javier
1333,Chiapa de Corzo,Esquivar
1334,Teran,Esquivar
1336,Cruz Roja,Esquivar
1337,Matriz Villaflores,Esquivar
1338,Ancianos,Esquivar
1339,Jaltenango,Esquivar
1340,Villa Corzo,Esquivar
1341,Malpaso,Esquivar
1342,Mercado Escobar,Esquivar
1343,Centro Huixtla,Esquivar
1344,Villa Comaltitlán,Esquivar
1345,Escuintla,Esquivar
1346,Cacahuatán,Esquivar
1347,Cd. Hidalgo,Esquivar
1348,Tonala,Esquivar
1349,Pijijiapan,Esquivar
1350,Mazatán,Esquivar
1351,Acapetahua,Esquivar
1352,Costera Huixtla,Esquivar
1353,Motozintla,Esquivar
1354,Las Rosas,Esquivar
1355,Comitán Catedral,Esquivar
1356,Frontera Comalapa,Esquivar
1357,Comitán Abastos,Esquivar
1358,Ocozocoautla,Esquivar
1359,Chicomuselo,Esquivar
1335,Farmacia Axoxuca,Farmacia Axoxuca
1360,Cedis de Medicamentos,Farmacia Bali
1361,Provida,Farmacia Provida
1362,Provida II,Farmacia Provida
1363,Apoteko,Apoteko
1364,Evolucion,Farmacia Evolución
1366,Farmamundo,Farmacia Farmamundo
1367,Integral Care,Integral Care
1368,Sofi,Farmacia Sofi
1369,Central Turanchingo,Farmacia Central Turanchingo
1370,Distribuciones Famar,Distribuciones Famar
1371,Drogueria Minimarket Farmandy Plus,Drogueria Minimarket Farmandy Plus
1372,Inversiones Amado SAS,Inversiones Amado SAS
1373,Farmacia del Angel,Farmacia del angel - MX
1374,Matriz,Farmacia Santa Maria Gidavi
1375,San Juan,Farmacia Santa Maria Gidavi
1376,Trebol,Farmacia Santa Maria Gidavi
1377,San Jose,Farmacia Santa Maria Gidavi
1381,Matriz,Farmacia Santa Maria Gidavi
1378,Bosques,Farmacias Bosques
1397,Tapatias,Farmacia Tapatias
1379,Farmacia Mayoreo Ppal,Farmacia Mayoreo
1380,MEDICSTAT Medica Santa Teresita,MEDICSTAT Medica Santa Teresita
1382,Koala Farmaceuticos,Koala Farmaceuticos
1383,Rodmon,Rodmon
1391,Farmacia Rodmon,Rodmon
1384,Farmacia Immedica GI,Farmacia Immedica GI
1385,Farmacia el Descuento,Farmacia el Descuento
1386,Farmacia Ifarma,Farmacia Ifarma
1387,Farmacia la Providencia 1,Farmacias la Providencia
1388,Triple Enlace,Grupo Triple Enlace
1389,San Jose,Farmacia San Jose Tlaxcala
1390,capsula,Farmacia Capsula
1392,Navarro,El Núcleo
1393,Policlínica,El Núcleo
1394,MEDICALMAR FARMACIA SAS,MEDICALMAR FARMACIA SAS
1395,Ecopharma,Ecopharma
1399,Economax CYH Drogueria,Economax CYH Drogueria
1400,Aliento de Vida,Farmacia Aliento de Vida
1401,Drogueria Vital Farma,Drogueria Vital Farma
1402,Favorita,Favorita
1403,Farmacia Galenus,Farmacia Galenus
1404,Farmacia Farba,Farmacia Farba
1407,FarmaLeon,FarmaLeon
1408,M Farma 1,Farmacia Medicine Farma
1409,Samogi,Farmacia Samogi
1411,4 Angeles,4 Angeles
1412,Balance Farma,Balance Farma
1413,Focus NS,Focus NS
1414,Koty,Koty
1415,La + Barata,La + Barata
1416,Farmacia Santa María,Farmacia Santa María
1417,San Rafael,De la Colonia
1418,Farmacia Zacatlan,Farmacia Zacatlan
1419,TUFARMA DROGUERIAS,TUFARMA DROGUERIAS
1556,TUFARMA SAN MATEO,TUFARMA DROGUERIAS
1420,Somos Drogueria,Somos Drogueria
1421,Farmacia Amiga H MUJER,Farmacia Amiga
1445,Farmacia Amiga suc. auditorio,Farmacia Amiga
1423,Docfarma,Farmacia Docfarma
1424,Drogueria Vitality,Drogueria Vitality
1425,Samedi,Grupo Distribuidor  Samedi
1426,ARRJJES MEDICA,Farmacia AARJJES MEDICA
1427,Todo drogas RC,Todo drogas RC
1428,Berenice,Farmacias MBC
1429,Drogas Comfamiliar y Servicios,Drogas Comfamiliar y Servicios
1430,Farmacia Jade,Farmacia Jade
1431,Farmacia NUMA,Farmacia NUMA
1432,La Especial de la 97,La Especial
1670,La Especial de la 95,La Especial
1691,La Especial,La Especial
1433,Dolmec,Dolmec
1434,Efer,Efer
1435,Farmacia Fortamedic,Farmacia Fortamedic
1436,Vitfarma,Vitfarma
1438,Guadalajara,Eliminar
1439,Super farmacia Anita,Super farmacia Anita
1440,Farma y Mas,Farma y Mas
1441,Farma Miami JBB,Farma Miami JBB
1442,Farmadeiss,Farmadeiss
1443,Farmacia de Dios Zaragoza,Farmacia de Dios
1444,Santa Helena 1,Santa Helena 1
1448,Farmacia Mas salud,Farmacia Mas salud Mexico
1450,Farmacia carioca,Extendeal Brasil demo
1451,Souza Comércio de Medicamentos,Souza Comércio de Medicamentos  Ltd
1528,Farmacia Essenciavitts,Souza Comércio de Medicamentos  Ltd
1529,Farmácia FarmaGui,Souza Comércio de Medicamentos  Ltd
1452,Ciudad Real,Ciudad Real
1453,genericos equivalentes san pedro,Genericos equivalentes San Pedro
1454,Farmacia Sante,Farmacia Sante
1455,Drogueria unionsalud,Drogueria unionsalu
1456,Droguerias Proxifarma,Droguerias Proxifarma
1457,Hiperdrogueria mi julies,hiperdrogueria mi julies
1458,Las Pildoritas,Farmacia Las Pildoritas
1459,Farmalatir,Farmalatir
1460,Farmacia Sofía,Farmacia Sofía
1461,Farmacia De Jesús,Farmacia De Jesús
1462,Luis Marín Rodrigues,Drogueria marin
1463,Farmacia Sagrado Corazón,Farmacia Sagrado Corazón
1464,Orlando Murcia Diaz,Drogas Gaitan
1465,Senior Care,Farmacia Senior Care
1466,Farmaolimpica,Farmaolimpica
1467,D&S Arbelaez,D&S Arbelaez
1468,Queretaro,Farmacia Queretaro
1469,Los Angeles,Los Angeles
1470,Feliciano Buitrago,Drogueria capi express
1856,capiexpress principal,Drogueria capi express
2000,Capiexpress PPL,Drogueria capi express
1471,Drogueria General Pharmaceutica,Drogueria General Pharmaceutica
1472,Nicolas zamudio,Drogueria economia y calidad
1473,Mas Droguerías,Mas Droguerías
1474,Drogueria Domo Pharma,Drogueria Domo Pharma
1475,Distribuidora Medimat,Farmacia distribuidora Medimat MX
1476,Mafher _Mifarma,Mi Farma Farmacia Mafher
1477,Farmacia San Ángel Medery,Farmacia San Ángel Medery
1478,Farmacia Libano Qro,Farmacia Libano QRO
1479,Shely,Shely
1480,Express Pharma,Express Farma
1481,Pharmalujo,Pharmalujo
1485,Pharmalujo 2,Pharmalujo
1482,Kimdrogas,Kimdrogas
1483,Distrifarma  caqueta plus,Distrifarma del caqueta plus
1484,Farmacia M&G,Farmacia M6G
1486,Farmacias Brio,Farmacias Brio
1487,Ages farmacia de Especialidad,Ages farmacia de Especialidad
1488,California Dream,Demo Estados Unidos
1489,Farmacias Del Sol,Farmacias Del Sol
1490,Sukasa,Sukasa
1491,Farmacia Los Precios Bajos,Farmacia Los Precios Bajos
1492,Multimedica del Sur,Multimedica del sur
1493,Distrifenix,Distrifenix
1494,Boston Health,Farmacia Boston Health
1495,Madero,Farmacias Econofarma
1496,Zaragoza,Farmacias Econofarma
1497,Americas,Farmacias Econofarma
1498,Salud Familia,Rita Sanchez
1499,Drogueria el olimpo je,Drogueria el olimpo je
1500,Drogueria El Macal,Drogueria El Macal
1501,Farmacia Medioax,Farmacia Medioax Flor
1502,Danils,Danils
1503,Farmacia Febriz Naucalpan,Farmacia Febriz Naucalpan
1504,Mi Farma,Mi Farma
1505,Megaspharma,Megaspharma
1520,De Todos,Megaspharma
1506,San Angel Tianguistenco,Farmacia San Angel Santiago
1507,Farmacia martinez de la torre,Javier Arteaga
1508,Distribuciones Sarit,Distribuciones Sarit
1509,Drogueria Economix,Drogueria Economix
1510,Drogueria Zaragoza,Drogueria Zaragoza
1511,Divemed,Divemed
1512,Shaddai,Farmacia Shaddai
1513,Drogueria Farma Grande,Drogueria Farma Grande
1514,Dannypharma,Dannypharma
1515,Drogueria Hospitalaria del Occident,Drogueria Hospitalaria del Occident
1516,Drogueria vitality.,Drogueria vitality.
1517,Farmacia Santa Elena Xochimilco,Farmacia Santa Elena MX
1518,Farmacia Santa Elena San Pedro,Farmacia Santa Elena MX
1519,Farmafe 201,Farmacia Santa Elena MX
1696,FARMAFE XOCHIMILCO,Farmacia Santa Elena MX
2198,Farmafe Xochimilco,Farmacia Santa Elena MX
2199,Farmafe Odette,Farmacia Santa Elena MX
1521,Drogueria Maxifarma TyV,Drogueria Maxifarma TyV
1522,Farmacia Arcoiris,Farmacias Arcoiris
1523,Farmacia Arcoiris 2,Farmacias Arcoiris
1524,Almaba Farma,Almada Farma
1525,Farmacia Cemydi,Farmacia Cemydi
1526,Gran Depósito,Gran Depósito
1527,Farmacia New Pharma Multiservicio,MERCASAVI SA DE CV
1530,La Victoria,La Victoria
1531,Farmacia CMHG,Farmacia CMHG
1532,Yuliana J.M,Yuliana J.M
1533,Farmacia El mante,Jose Oscar Vazquez
1534,Servidinamic,Servidinamic
1535,Drogueria farma Arjona,Droguería farma  ahorro arjona
1536,Drogueria Superpharma th,Drogueria Superpharma th
1537,Maria Jose al Servicio,Maria Jose al Servicio
1538,La Economica,La Economica
1539,Farmagolden,Farmagolden
1540,Medical 1,Medical 1
1541,Centro,Distrisalud
1542,Drogueria Supermercado Medica,Drogueria Supermercado Medica
1543,Drogueria Vita Familiar,Drogueria Vita Familiar
1544,Yuzeth,Bernardo Enguelberth
1545,Farmacia del Hospital Santa Fe,Farmacia del Hospital Santa Fe
1546,Farmacia Mi Niño,Yolanda Medina Vargas
1547,Drogueria farma market,Drogueria farma market
1548,Linea Azul,Linea Azul
1549,Fcia GN 2,Farmacias GN y del SOl
1550,Santa Lucia,Santa Lucia
1551,Farmacia niño de belen,Farmacia San Judas tadeo
1552,Farmacia Anefar,Pilar Serrania
1553,Farmacia Colosio,Guillermo Charazo
1554,Farmacia la Generosa Queretaro,Farmacia la Generosa Queretaro
1555,Doxa,Genéricos y Similares
1557,Farmapronto Amanalco,Sarahi Jimenez
1558,Droguería Nápoles,Droguería Nápoles
1559,Farmacia de Dios,Farmacia de Dios (CDMX)
1560,Nutriven Tijuana,Loris Slim
1562,Farmacia San Miguel,Farmacia San Miguel
1561,Drogueria Prosalud JC,Drogueria Prosalud JC
1564,Farmavida,Farmavida Misiones
1563,Farmacias San Mateo,Farmacias San Mateo
1566,Farmagu,Farmagu
1567,Katypharma,Katypharma
1568,Farmametropolis,Farmametropolis
1569,Farmacia Cristo Rey Fanny,Farmacia Cristo Rey Fanny
1570,Farma´s Ahorro,Farma´s Ahorro
1571,Aros Medicamentos,Aros Medicamentos
1572,Farmacia San Andres,Farmacia Medery
1575,Farmacia Valladolid,Farmacia Medery
1576,Farmacia Santa Cecilia,Farmacia Medery
1577,Farmacia San Antonio,Farmacia Medery
1573,La Botica del Doc,La Botica del Doc
1574,La Esmeralda,La Esmeralda
1578,Droguería la popular inirida,Drogueria la popular inirida
1579,Sinergia Pharma,Sinergia Pharma
1580,Drogueria farmaplus samore,Drogueria farmaplus samore
1581,¿,Alfa
1617,1,Alfa
1625,2,Alfa
1986,Alfa Milán,Alfa
2006,4,Alfa
2047,3,Alfa
1582,Farmacia Grecia,Farmacia Grecia
1583,San Javier,Drogueria Maxidrogas
1584,Farmacia Possiel,Farmacia Possiel
1585,Mediya,Mediya
1586,Medikors,Medikors
1587,Farmaymas Monroy,Emmanuel Tapia Monroy
1588,Farma Plus Fontanas,Farma Plus
1589,Farma Plus Avandaro,Farma Plus
1590,Farma Plus  Fresno,Farma Plus
1591,drogueria castillo rosales,Droguería el castillo Rosales
1592,Farmacia Sifarma Obregon,Farmacia Sifarma
1593,Blive,Farmacia Blive
1594,San Martín Principal,San Martin
1595,Dam,San Martin
1639,Villa Suaita,San Martin
1640,San Jose,San Martin
1641,MJ 1 La Mesa,San Martin
1599,ROMA NORTE,Farma 360
2154,CASTORENA,Farma 360
2269,ROMA SUR,Farma 360
2562,LADERA,Farma 360
2563,NICOLAS ROMERO,Farma 360
3115,Viveros,Farma 360
1600,Farma servicios de Dios,Isidro Sánchez Salvador
1601,Farmacia Nueva San Juan,Farmacia Nueva San Juan - Artemio
1602,Drogueria farma.salud,Drogueria farma. salud
1603,Viridaypharma,Viridaypharma
1604,Farmacia Libano,Farmacia Libano MX
1605,La Botica de Versalles,La Botica de Versalles
1606,SFarma,SFarma
1803,Droguerías SFarma N° 32 VICTORIA,SFarma
1804,Droguerías SFarma N °15 ALCALA,SFarma
1805,Droguerías SFarma N° 22 CEDRITOS,SFarma
1806,Droguerías SFarma N° 6 CIPRIANO,SFarma
1807,Droguerías SFarma N° 20 LUCERO,SFarma
1808,Droguerías SFarma N° 2 PATIO BONITO,SFarma
1809,Droguerías SFarma N° 33 ENGATIVA,SFarma
1810,Droguerías SFarma N° 8 LA VICTORIA,SFarma
1811,Droguerías SFarma N° 3 FUNZA,SFarma
1812,Droguerías SFarma N° 12 LA GLORIA,SFarma
1813,Droguerías SFarma N° 24 RESTREPO,SFarma
1814,Droguerías SFarma N° 17 BELEN,SFarma
1815,Droguerías SFarma N°4 SANTAFÉ,SFarma
1816,Droguerías SFarma N° 11 GALERIAS,SFarma
1817,Droguerías SFarma N° 18 SOACHA,SFarma
1818,Droguerías SFarma N° 16 MOLINOS,SFarma
1819,Droguerías SFarma N° 28 NORMANDIA,SFarma
1820,Droguerías SFarma N° 39 MADRID Drog,SFarma
1821,Droguerías SFarma N° 29 ZIPAQUIRA,SFarma
1822,Droguerías SFarma N° 10 VILLA CLAUD,SFarma
1826,Droguerías SFarma N° 36 LA VICTORIA,SFarma
1827,Droguerías SFarma N° 5 C. MONTES,SFarma
1828,Droguerías SFarma N° 37 CASTILLA,SFarma
1829,Droguerías SFarma N° 21 TREBOLIS,SFarma
1830,Droguerías SFarma N° 13 VERAGUAS,SFarma
1831,Droguerías SFarma Nª 19 GRAN GRANAD,SFarma
1832,Droguerías SFarma N° 25 MONTERREY,SFarma
1833,Droguerías SFarma - Carrera 71c - E,SFarma
1834,Droguerías SFarma Nª 34 SAN TERESIT,SFarma
1835,Droguerías SFarma N° 38 NIZA IX,SFarma
1836,Droguerías SFarma Calle 167 #62-6 -,SFarma
1837,Droguerías SFarma N° 30 SUBA,SFarma
1838,Droguerías SFarma N° 1 SPRINT,SFarma
1839,Droguerías SFarma Calle 140 #1387 -,SFarma
1840,Droguerías SFarma - Principal,SFarma
1841,Droguerías SFarma N° 7 SANTA LIBRAD,SFarma
1842,Droguerías SFarma N° 9 ASUNCION,SFarma
1843,Droguerías SFarma N° 14 STA ISABEL,SFarma
1844,Droguerías SFarma N° 26 MILANESA,SFarma
1845,Droguerías SFarma N° 27 FARMACENTER,SFarma
1846,Droguerías SFarma N° 31 VICTORIA,SFarma
1852,s farma Droguerias # 23,SFarma
1854,Drogueria s farma # 19 gran granada,SFarma
1855,Drogueria sfarma # 34 santa teresa,SFarma
1607,Farmacia de Francia,Farmacia de Francia
1608,Real de Drogas #5,Real de Drogas #5
1609,Farma funza,Farma funza
1610,CEDIS Monterrey Vitau,Vitau
1611,Farmacias Leyva,Farmacias Leyva
1612,Nubia 1,Nubia 1
1613,Iriart,Farmacia Iriart
1614,Farmacia Gagliardi,Farmacia Gagliardi
1615,Farmacia 3 de febrero,Farmacia Gagliardi
1616,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María
1618,Caratti,Farmacia Caratti
1619,Farmacia Frontino,Farmacia Frontino
1620,Farmacia Jalil,Farmacia Jalil
1621,Sucursal Central,Sagrada Familia
1622,Junin,Sagrada Familia
1623,Candelaria,Droguería Candelaria
1624,Farmagenezi,Farmagenezi
1626,Farmacia del siglo S.A,Farmacia del siglo S.A
1629,Bios Centro Medico,Joseph Esquivel
1630,Reforma,Reforma
1632,Farmacia Especializada Valles,Farmacia Especializada Valles
1633,Sulka Store,Cesar Gonzalez
1634,Farmacia Sastre,Farmacia Sastre
1636,Drogueria David,Drogueria David
1637,Super Elite,Drogueria Super Elite
1638,Hiperdrogueria Abicasur,Hiperdrogueria Abicasur
1642,Farmacia Rawson,Farmacia Rawson
1643,FARMACIAS JOSEL,FARMACIAS JOSEL
1644,Aragón,Farmacia San Juditas
1645,Maravillas,Farmacia San Juditas
1646,Farmacia Valentini 1,Farmacia Valentini Colinizadores
1647,Farmacia Karlen,Farmacia Valentini Colinizadores
1648,La Giovo,La Giovo
1649,Mares,Farmacia Mares
1650,BioFarmacias - Cedis,BioFarmacias
1741,Sucursal Centro,BioFarmacias
1747,Sucursal Norte,BioFarmacias
1748,Sucursal Mercado 01,BioFarmacias
1749,Sucursal Periferico,BioFarmacias
1750,Sucursal mercado 02,BioFarmacias
1651,Droguería y Minimarket puerto López,Droguería y Minimarket puerto López
1652,Pharma Humanos,Drogueria pharma humanos
1653,Farmacia Sepp,Farmaser
1654,Farmacia Lagunilla,Efren Gil Azuara
1655,prueba brasil,Prueba de Brasil - no usar
1656,Unifarma LR,Drogueria unifarma lr
1663,FarmaFilSB,FARMAFIL
1664,Farmacia Filgueira,FARMAFIL
1665,Farmacia Filgueira Fernández,FARMAFIL
1666,Farmacia Andriola,FARMAFIL
1667,Farmacia Birreci,FARMAFIL
2163,Filgueira Fernandez PERFU,FARMAFIL
2165,Birreci PERFU,FARMAFIL
2166,Andriola Perfu,FARMAFIL
2167,FarmafilSB PERFU,FARMAFIL
1657,Mi Farmacia N.L.M,Mi Farmacia NLM
1658,xailon,Drogueria xailon
1659,Medina Virtual,F. MEDINA PUEBLA
1660,San Camilo I,Farmacia San Camilo -
1661,Sucursal Güemes,Farmacia Bancaria
1662,Farmacia San Antonio,Farmacia San Antonio Esquivel
1668,Farmacia Atenea,Farmacia Atenea
1669,Farmacia Mayo,FARMACIA MAYO
1671,Farmacia M&M Petatlan,Emmanuel Ulises Morales Diaz
1672,Farmacia Familifarma,Farmacia Familifarma
1673,Farmacia Zamora,Farmacia Zamora
1674,Unidas de la 56 D.N.S,Unidas de la 56 D.N.S
1675,Arifarma,Arifarma
1743,Limar,Arifarma
1676,Zafiro,Zafiro
1677,Libano Queretaro,Farmacia Libano Queretaro
1678,Farmacia D'Salinas,José Salinas
1679,Matriz,Farmacia Herrera
1680,Boulevard,Farmacia Herrera
1681,Arboledas,Farmacia Herrera
1682,Tecnológico,Farmacia Herrera
2067,Virtual no ejecutar pedidos,Farmacia Herrera
1683,Farmacorp Belgrano,Farmacorp
1730,Farmacop Plaza,Farmacorp
1684,Farmacia del Valle XVIII,Farmacia del Valle Salta
1867,Farmacia del Valle XII,Farmacia del Valle Salta
1685,Framacia de Tito,Héctor Garcia
1686,Farmacia Yorbandi,Farmacia Yorbandi
1687,Farmacia Prat,Farmacia Prat
1688,Labrador-Tucuman,Juan Pablo Dos Santos
1689,Farmacia Balassi,Farmacia Balassi
1690,Farmacia Cutis,Farmacia Cutis
1692,Cedis,Farmacias Regia
1693,Aquapharm,Aquapharm
1694,Farmacia G3,Farmacias Del Eje Sucursal G 3
1695,Kafarma,Kafarma
1697,Farmacia Roma,Farmacia Roma Argentina
1698,A Mitad de Precio,A Mitad de Precio
1699,Riomed Ppal.,Farmacia Riomed
1700,La Especial Rionegro,La Especial Rionegro
1705,La Especial de la 94,La Especial Rionegro
1728,La Especial Villas,La Especial Rionegro
1732,Drogueria la especial suba,La Especial Rionegro
1744,La Especial Ferias,La Especial Rionegro
1780,La Especial de la 27,La Especial Rionegro
1798,La Especial de la 59,La Especial Rionegro
1850,Punto Especial,La Especial Rionegro
1701,Durand,Farmacia Durand
1702,drogueria la provincia,Drogueria la provincia
1703,Farmacia Union,Ivonne Yañez
1704,Farmacia Farmás Colon,Farmacia Farmás Colon
1706,Matriz,SUFACEN
1707,Farmaplus,Farmaplus Ar
1708,Sucursal Leon,Farmacias del Eje Sucursal Leon
1709,Farmacia Santa Maria,Farmacia SantaMaria
1710,Matriz,Farmacias GP
1711,FarmaLoop,FarmaLoop
1712,Farmacias del Eje sucursal La Luz,Farmacias del Eje sucursal La Luz
1713,Celu Farma 2,Celu Farma 2
1714,fuxion salud,fuxion salud
1715,Pino Suárez,Farmacias Purex
1716,MGM Echeverria,Farmacia MGM
1717,Framacia Los portales,Farmacia Los portales
1718,Matriz,SUPERFARMA
1719,Sucursal 1,Dermopolis
1720,Matriz,Farmacia Regis
1870,Centro de Salud,Farmacia Regis
1871,Puente Internacional,Farmacia Regis
1872,centro,Farmacia Regis
1878,Juárez,Farmacia Regis
1721,Farmacias del Eje sucursal CI Hogar,Farmacias del Eje sucursal CI Hogar
1722,Farmacias del Eje sucursal Linares,Farmacias del Eje sucursal Linares
1723,Matriz,Distribuidora Farmacéutica DISALFA
1724,La Confiable,La Confiable
1725,Auxisur A S,Auxisur A S
1726,Marquez Moron,Marquez Moron
1727,Farmacias Del Eje Sucursal Sante,Farmacias Del Eje Sucursal Sante
1729,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael
2020,Sucursal Arcangel San Gabriel,Del Eje Suc Arcangel San Rafael
1731,Plata,Farmacia Plata
1733,Farma Family,Farma Family
1734,Colfarma y minimarket Pasto,Colfarma
1735,Sucursal Reyes,Farmacias Providencia
1736,Sucursal Medrano,Farmacias Providencia
1737,Farma Occidente Mosquera,Farma Occidente Mosquera
1738,Farmacia Yaly,Farmacia Yaly
1740,Farmacia Varela,Farmacia  Varela
1742,Sucursal Don de Dios,Farmacias del Eje Suc Don de Dios
1745,Drogueria al cuidado de la salud jd,Al cuidado de la salud jd
1746,La Roca,Farmacia Biox La Roca
1751,Farmacia Previta,Farmacia Previta
1752,FarmaloopDemo,Demo Farmaloop
1753,Famipharma Bodega,Famipharma
1765,Famipharma calle 64,Famipharma
1754,Tu Farma,Tu Farma
1755,Farmacia Lelisa,Farmacias Bienestar
1756,Farmacia Castro,Farmacia Castro
1757,Farmacia Salud y Vida,Farmacia Salud y Vida
1758,Rabellino,Farmacia Rabellino
1759,Vital salud Minimarket,Vital Salud Minimarket
1760,Sucursal Ave,Farmacias Del Eje Suc Ave
1761,Farma etica  otc,Farma etica  otc
1762,Llanofarma JDJ,Llanofarma JDJ
1763,La Especial de la 100,La Especial de la 100
1764,Giocar,Giocar
1767,MAQUÉZ SUPER FARMACIAS,MAQUÉZ SUPER FARMACIAS
1766,Farmacia Cristal,Farmacia Cristal
1768,Farmacia Camila,Farmacia Camila I
1769,Farmacia Fatima,Farmacia Fatima Argentina
1770,Farmacia Fleming,FARMACIA FLEMING
1771,Matriz,Farmacia Santo Toribio
1772,Inversiones ADN Acero SAS,Inversiones ADN Acero SAS
1773,MEDICA UNION,MEDICA UNION
1774,Suarez,Suarez
1775,Almacén,Farmacias Económicas FE
1776,Bertero,Farmacia Bertero I
1777,Drog La Esmeralda,Drog La Esmeralda
1778,Farmacia Virgen de la salud,Farmacia Virgen de la salud
1779,Sucursal x,Test
1781,San Isidro,San Isidro
1782,Almacén,Legal Drag MX
1788,SOMA FIRST,Distribuidora Medica SOMA Firts
1783,Farmagreen,Farmagreen Arg
1786,Centro logístico Aurora I,Audifarma
1787,Celta Cehosdin,Audifarma
1789,CEDI Pendientes Bogotá,Audifarma
1881,CEDI AUDIFARMA PEREIRA,Audifarma
1882,ARMENIA ESPECIALIZADO MAC,Audifarma
1883,PLAZA 51,Audifarma
1884,VERSALLES,Audifarma
1885,MANIZALES ESPECIALIZADO M,Audifarma
1886,CACERES,Audifarma
1887,PEREIRA MAC,Audifarma
1888,CARTAGO ESPECIALIZADO MAC,Audifarma
1889,FOLDERAMA OTUN,Audifarma
1890,ALTOS DEL PRADO MAC,Audifarma
1891,METROPOLITANO,Audifarma
1892,CARTAGENA,Audifarma
1893,PEDRO DE HEREDIA,Audifarma
1894,SINU,Audifarma
1895,BILBAO,Audifarma
1896,SANTA MARTA ESPECIALIZADO,Audifarma
1897,VALLEDUPAR,Audifarma
1898,NAPOLES,Audifarma
1899,LA HEROICA,Audifarma
1900,AUSTIN,Audifarma
1901,PLAZOLETA,Audifarma
1902,FORD,Audifarma
1903,PLAZA SEVILLA,Audifarma
1904,TAYRONA,Audifarma
1905,CALLE 30,Audifarma
1906,SAN CARLOS,Audifarma
1907,AVENIDA QUINTA,Audifarma
1908,SAF ALCAZARES,Audifarma
1909,ALKARAWI,Audifarma
1910,NUEVO CENTRO LOPERENA,Audifarma
1911,CENTRO LOPERENA,Audifarma
1912,ALFONSO LOPEZ,Audifarma
1913,PROVIDENCIA,Audifarma
1914,# 1 LAURELES,Audifarma
1915,MEDELLIN ESPECIALIZADO MA,Audifarma
1916,CENTRO MEDELLIN,Audifarma
1917,BELEN NUTIBARA,Audifarma
1918,BOLIVIA,Audifarma
1919,ITAGUI,Audifarma
1920,LAURELES,Audifarma
1921,TEQUENDAMA,Audifarma
1922,VICTORIA,Audifarma
1923,CALIMA,Audifarma
1924,LA FLORA,Audifarma
1925,BUENAVENTURA,Audifarma
1926,CENTRO HISTORICO,Audifarma
1927,PUERTO TEJADA,Audifarma
1928,CRISTALES,Audifarma
1929,BUGA,Audifarma
1930,EL ROBLE,Audifarma
1931,CALINORTE,Audifarma
1932,PANAMERICANA,Audifarma
1933,COMPOSTELA,Audifarma
