point_of_sale_id,client_id,super_catalog_id,descripción_x,order_id,order_date,droguería,unidades_pedidas,precio_minimo,valor_vendedor,geo_zone,vendor_id,descripción_y,name,base_price,percentage,precio_vendedor,precio_total_vendedor,status,valor_total_vendedor
1601,887,7502208891228,MD CEFTRIAXONA TRIXONA 1G AMP,355174,2025-10-07 03:40:01,60,25.0,23.96,599.0,Estado de México,1358,TRIXONA IM  AMP. 1 GRAMO,México,22.79,0.0455,22.800369449999998,570.00923625,,570.00923625
1601,887,7501299307168,LODESTAR DUO 100/5MG CAP 30,355191,2025-10-07 04:18:51,11,1.0,835.98,835.98,Estado de México,1153,LODESTAR ZID 100/25 MG CAJA CON 30 TABLETAS,México,555.0,0.0,555.0,555.0,,555.0
1616,901,7502209850873,ALDOMET,366997,2025-10-30 04:01:00,11,1.0,555.55,555.55,Estado de México,1156,ALDOMET 50 TABS 250MG,México,539.37,0.0,539.37,539.37,1.0,539.37
1616,901,7501101611544,PREDIAL PLUS LIBERACION PROLONGADA,358434,2025-10-14 03:52:07,12,1.0,558.0,558.0,Estado de México,1156,PRE DIAL PLUS 60 TABS 500MG,México,536.3,0.0,536.3,536.3,1.0,536.3
1477,781,7501088507915,KOPTIN SUSP 200MG 5ML,368660,2025-11-03 05:10:11,11,2.0,271.98,543.96,Estado de México,1156,KOPTIN SUSP FCO 22.5 ML,México,267.57,0.0,267.57,535.14,1.0,535.14
1616,901,7502216795075,BICALUTAMIDA,368061,2025-10-31 23:20:09,20,3.0,279.95,839.85,Estado de México,1150,BICALUTAMIDA 14 TAB 50 MG,México,178.4325,-0.05,178.34328375,535.0298512500001,1.0,535.0298512500001
2119,1223,7502216930551,HIGROTON BLOK,355126,2025-10-07 02:55:03,47,1.0,525.87,525.87,Estado de México,1156,HIGROTON BLOK 28 TABS 100/25MG,México,524.26,0.0,524.26,524.26,,524.26
2076,1187,7501299330357,ZINOLOX,358447,2025-10-14 04:51:12,12,1.0,539.31,539.31,Estado de México,1156,ZINOLOX 4G 7 TAB 400MG*A,México,507.53,0.0,507.53,507.53,,507.53
1601,887,7501092722106,DEXIVANT 60MG 7 CAP,360955,2025-10-18 05:01:55,11,1.0,528.92,528.92,Estado de México,1156,DEXIVANT 7 CAPS 60MG,México,503.75,0.0,503.75,503.75,1.0,503.75
1616,901,7502216808539,ESTROGENOS CONJUGADOS,366152,2025-10-28 22:18:34,10273,2.0,288.74,577.48,Estado de México,1150,ESTROGENOS CONJUGADOS 28 TAB 0.625MG,México,249.5615,-0.05,249.43671924999998,498.87343849999996,1.0,498.87343849999996
1616,901,7501299307823,SENSIDEX,368638,2025-11-03 03:58:07,12,1.0,528.67,528.67,Estado de México,1156,SENSIDEX 30 TABS 5 MG,México,497.49,0.0,497.49,497.49,1.0,497.49
1616,901,7501300408327,DIMEFOR-G,362767,2025-10-22 04:18:07,12,1.0,536.25,536.25,Estado de México,1156,DIMEFOR G 60 TABS 500/2.5MG,México,485.0,0.0,485.0,485.0,1.0,485.0
1477,781,7501070635787,STADIUM T 10 COMPRIMIDOS 75/25 MG,362118,2025-10-21 05:45:53,11,1.0,516.12,516.12,Estado de México,1156,STADIUM-T 10 TABS 75 MG / 25 M,México,472.56,0.0,472.56,472.56,1.0,472.56
1616,901,7501300407450,NUTRIBABY PREMIUM 2 6 A 12 M,356427,2025-10-09 04:17:10,12,1.0,498.4,498.4,Estado de México,1156,LECHE NUTRI BABY 2 900GR,México,464.0,0.0,464.0,464.0,1.0,464.0
1616,901,7506358100018,RINOCLENIL,360347,2025-10-17 03:42:17,11,1.0,458.81,458.81,Estado de México,1156,RINOCLENIL SOL NASAL 30 ML,México,456.96,0.0,456.96,456.96,1.0,456.96
1477,781,7501082242430,HUMALOG MIX 25 KPEN 100U/ML 3 ML,368660,2025-11-03 05:10:11,12,1.0,474.49,474.49,Estado de México,1156,HUMALOG MIX 25 KWIKPWN 3 ML  R,México,456.23,0.0,456.23,456.23,1.0,456.23
1616,901,7502215220134,BIOCORD,355704,2025-10-07 23:46:16,10608,6.0,87.04,522.24,Estado de México,1358,BIOCORD SOL. INGERIBLE C/5 AMP.,México,75.41,0.0455,75.44431155,452.66586929999994,,452.66586929999994
1616,901,7501314703128,FACICAM,354523,2025-10-06 04:02:14,10273,1.0,466.18,466.18,Estado de México,1156,FACICAM 20 CAPS 20MG,México,445.29,0.0,445.29,445.29,1.0,445.29
1477,781,7501298234007,ESCLEROVITAN CAP C30,359803,2025-10-16 04:36:01,12,1.0,646.94,646.94,Estado de México,1156,ESCLEROVITAN 30 CAPS,México,444.4,0.0,444.4,444.4,1.0,444.4
1601,887,7501089800800,NEUPAX 0.50MG TAB C30 (C),360955,2025-10-18 05:01:55,10273,1.0,469.63,469.63,Estado de México,1156,NEUPAX 30 TABS 0.50MG*G2*,México,443.05,0.0,443.05,443.05,1.0,443.05
1616,901,7501033958755,LIPIDIL,365768,2025-10-28 03:58:31,12,1.0,790.5,790.5,Estado de México,1153,LIPIDIL 200 MG C/14TAB,México,440.0,0.0,440.0,440.0,,440.0
2119,1223,7501300450302,PAMEZONE LIBER/RETARD,366296,2025-10-29 02:19:52,11,1.0,475.0,475.0,Estado de México,1156,PAMEZONE 14 TABS 40MG,México,433.75,0.0,433.75,433.75,,433.75
1601,887,7501174603309,NEUROFLAX 20MG SOL INY 4ML C1,363442,2025-10-23 04:13:02,11,1.0,457.1,457.1,Estado de México,1156,NEUROFLAX SOL.INY. 1 AMPS 4ML,México,430.98,0.0,430.98,430.98,1.0,430.98
1601,887,736085414783,BLAXITEC 20MG CPR C20,355191,2025-10-07 04:18:51,12,1.0,521.76,521.76,Estado de México,1153,BRISTRIO 0.04MG/ML FCO GOT 2.5ML,México,430.65,0.0,430.65,430.65,,430.65
1477,781,7501124103392,BROXOL AIR 150/40 MG SOLUCION FRASCO 60 ML,367020,2025-10-30 05:21:21,12,2.0,220.53,441.06,Estado de México,1156,BROXOL AIR SOL 150/40MG 60ML,México,214.03,0.0,214.03,428.06,1.0,428.06
1601,887,7501349013223,MD DEFLAZACORT 30MG 10TAB (AMSA),359119,2025-10-15 03:53:20,24,4.0,109.64,438.56,Estado de México,1358,DEFLAZACORT C/10 TABS. 30 MG.,México,105.13,0.0455,105.17783415,420.7113366,,420.7113366
1616,901,7501089801463,VALPROSID,354523,2025-10-06 04:02:14,41,1.0,497.35,497.35,Estado de México,1153,VALPROSID 500 MG C/30 TABS,México,415.0,0.0,415.0,415.0,,415.0
1477,781,7502216806870,CORTAX  200MG CAP 10             N,364660,2025-10-25 05:36:41,12,1.0,441.25,441.25,Estado de México,1156,CORTAX 10 CAPS 200MG,México,402.5,0.0,402.5,402.5,1.0,402.5
1616,901,7501165006386,ALLEGRA,357685,2025-10-13 04:21:14,20,1.0,390.14,390.14,Estado de México,1156,ALLEGRA D 10 TABS 60MG,México,383.45,0.0,383.45,383.45,1.0,383.45
1477,781,7501390910205,CICLOPLANT 40 MG 30 COMPRIMIDOS,368445,2025-11-02 05:16:05,11,1.0,427.06,427.06,Estado de México,1156,CICLOPLANT 30 TABS 40 MG,México,378.0,0.0,378.0,378.0,1.0,378.0
3045,1938,7503028771462,VITAPROMIN FRESA PVO 400G,361273,2025-10-20 01:03:30,10269,3.0,124.18,372.54,Estado de México,1309,VITAPROMIN FRESA Polvo - 400 g,México,122.85,0.0,122.85,368.54999999999995,,368.54999999999995
1616,901,7501070648640,DIMODAN,354523,2025-10-06 04:02:14,20,1.0,370.54,370.54,Estado de México,1156,DIMODAN 20 CAPS 100 MG,México,350.07,0.0,350.07,350.07,1.0,350.07
1616,901,7501300450388,FOSSIN ONE,362767,2025-10-22 04:18:07,10273,1.0,388.12,388.12,Estado de México,1156,FOSSIN ONE ADULTO GRANULADO 3,México,344.38,0.0,344.38,344.38,1.0,344.38
2119,1223,7503049078250,IRBERSARTAN / AMLODIPINO,364599,2025-10-25 02:41:46,11,1.0,364.71,364.71,Estado de México,1762,IRBESARTAN/AMLODIPINO  300/5MG TAB C/28*AVI*,México,334.5745,0.0,334.5745,334.5745,,334.5745
3045,1938,7502216790988,IRBESARTAN AMLODIPINO 300/10MG C/28 TAB ULTRA,356876,2025-10-10 01:06:55,20,1.0,567.0,567.0,Estado de México,1309,"IRBESARTAN,AMLODIPINO 300/10MG ULTRA Tabletas - c/28",México,332.63,0.0,332.63,332.63,,332.63
1477,781,7501300408730,ILIMIT 3.00/0.030MG CPR 28,365078,2025-10-27 05:25:35,12,1.0,355.0,355.0,Estado de México,1156,ILIMIT 28 COMPRIMIDOS,México,330.0,0.0,330.0,330.0,1.0,330.0
1601,887,8436024613766,BLAXITEC 20MG 10 TAB,360947,2025-10-18 04:43:22,11,1.0,340.8,340.8,Estado de México,1156,BLAXITEC 10 COMPR 20MG,México,324.57,0.0,324.57,324.57,1.0,324.57
1477,781,7501390914548,PREGESIX 50 MG 30 TAB            N,359154,2025-10-15 05:39:42,12,1.0,345.8,345.8,Estado de México,1156,PREGESIX 30 TABS 50 MG,México,322.7,0.0,322.7,322.7,1.0,322.7
3045,1938,7502009744853,VALSARTAN VERSALVER CPR 160 MG C/14,356876,2025-10-10 01:06:55,20,4.0,80.01,320.04,Estado de México,1309,VERSALVER 160MG Comprimidos - c/14,México,79.09,0.0,79.09,316.36,,316.36
3045,1938,7501089802057,ANGIOTROFIN RETARD 180MG 10 TAB APEGO,356876,2025-10-10 01:06:55,20,1.0,392.4,392.4,Estado de México,1153,ANGIOTROFIN RETARD 180 MG C/10 TABS,México,315.0,0.0,315.0,315.0,,315.0
1601,887,7613033036989,FROMULA NAN AR PVO LTA 400G,360947,2025-10-18 04:43:22,11,1.0,342.75,342.75,Estado de México,1156,LECHE NAN AR 400GR,México,313.52,0.0,313.52,313.52,1.0,313.52
1616,901,7501065003973,CENTRUM GENDER+50 HOMBRE,362079,2025-10-21 03:54:15,12,1.0,313.5,313.5,Estado de México,1156,CENTRUM GENDER 50+ HOMBRE,México,310.29,0.0,310.29,310.29,1.0,310.29
1477,781,7501300421500,BATENSIAR 5MG TAB C14,364097,2025-10-24 05:35:39,12,1.0,359.38,359.38,Estado de México,1156,BATENSIAR 14 TABS 5 MG,México,306.25,0.0,306.25,306.25,1.0,306.25
1477,781,7501088536410,ANARA JBE 125ML,365793,2025-10-28 05:57:33,11289,2.0,164.64,329.28,Estado de México,1156,ANARA JARABE FCO 125ML,México,152.44,0.0,152.44,304.88,1.0,304.88
1601,887,7506475105477,FORMULA NIDAL 1E 1,364654,2025-10-25 04:49:08,11,1.0,320.27,320.27,Estado de México,1156,LECHE NIDAL 1 1.1 KG,México,302.39,0.0,302.39,302.39,1.0,302.39
1477,781,7501300450012,FOSSIN 500MG CAP C12,361349,2025-10-20 05:47:54,11,1.0,353.44,353.44,Estado de México,1762,CADP 06-2026 FOSSIN 500MG CAP C/12 *WSR*,México,295.1403,0.0,295.1403,295.1403,1.0,295.1403
1601,887,7501349024304,MD BUDESONIDA 0.500MG/2ML AMP C/5 (AMSA),360920,2025-10-18 03:32:33,20,2.0,148.92,297.84,Estado de México,1358,BUDESONIDA SUSP. P/NEB C/5 AMP. 0.500MG/2ML,México,145.76,0.0455,145.8263208,291.6526416,,291.6526416
1601,887,7501384504328,FENITRON 100MG TAB C50,360947,2025-10-18 04:43:22,19,1.0,307.21,307.21,Estado de México,1156,FENITRON 50 TABS 100 MG.,México,276.53,0.0,276.53,276.53,1.0,276.53
1601,887,7501124819385,PD GALVUS 50MG 28 COMP,364646,2025-10-25 04:16:10,11,1.0,530.46,530.46,Estado de México,1153,GALVUS 50 MG C/28 CPR,México,274.83,0.0,274.83,274.83,,274.83
2074,1187,7501299308783,SENSIZONE,357282,2025-10-11 04:38:12,20,1.0,279.08,279.08,Estado de México,1156,SENSIZONE 100 MG/5 MG SOLN 60M,México,271.84,0.0,271.84,271.84,,271.84
1616,901,7502003386141,PRESTODOL COMPUESTO,355704,2025-10-07 23:46:16,20,4.0,67.76,271.04,Estado de México,1358,PRESTODOL COMP. C/10 TABS.,México,67.54,0.0455,67.57073070000001,270.28292280000005,,270.28292280000005
1616,901,7501299302286,SUPRADOL INY,355179,2025-10-07 03:49:54,11,2.0,161.26,322.52,Estado de México,1164,SUPRADOL IM IV 3 AMPS 30MG,México,134.9875,0.0,134.9875,269.975,,269.975
3045,1938,7501299307892,OSELTAMIVIR 75MG CAP C/10 *PHG*,361273,2025-10-20 01:03:30,10269,2.0,176.87,353.74,Estado de México,1309,OSELTAMIVIR PHARMAGEN Capsulas - c/10,México,133.33,0.0,133.33,266.66,,266.66
1616,901,7501300450579,ACLARIUM,354523,2025-10-06 04:02:14,10273,1.0,295.62,295.62,Estado de México,1156,ACLARIUM 5 TABS 500 MG,México,259.38,0.0,259.38,259.38,1.0,259.38
1601,887,7502226293851,MD TELMISARTAN 80MG 28/TAB (ALPHAR),364595,2025-10-25 02:30:26,20,3.0,94.5,283.5,Estado de México,1309,TELMISARTAN 80MG ALPHARMA Tabletas - c/28,México,86.42,0.0,86.42,259.26,1.0,259.26
1477,781,7501299306321,ECTAPRIM 80/400MG TAB C30,365793,2025-10-28 05:57:33,11289,2.0,155.1,310.2,Estado de México,1164,ECTAPRIM TAB C/30,México,128.1305,0.0,128.1305,256.261,1.0,256.261
1601,887,7501300450289,PAMEZONE 20MG CAP 14,360955,2025-10-18 05:01:55,11,1.0,285.63,285.63,Estado de México,1156,PAMEZONE 14 TABS 20MG,México,255.0,0.0,255.0,255.0,1.0,255.0
1477,781,8716200727518,FRISOLAC GOLD ETAPA 1 400 G,365078,2025-10-27 05:25:35,12,1.0,263.71,263.71,Estado de México,1156,FRISOLAC GOLD 1 400 GR,México,254.83,0.0,254.83,254.83,1.0,254.83
1616,901,780083140939,AMPIGRIN INF,357129,2025-10-10 23:28:25,10660,4.0,64.53,258.12,Estado de México,1358,AMPIGRIN C/3 AMPULAS INFANTIL Y JERINGAS,México,61.82,0.0455,61.848128100000004,247.39251240000002,,247.39251240000002
1616,901,7501033957567,DICETEL,365768,2025-10-28 03:58:31,41,1.0,315.6,315.6,Estado de México,1153,DICETEL 100 MG C/14 TABS,México,245.0,0.0,245.0,245.0,,245.0
1601,887,8436024611694,CORMOCOR 6MG COM 20,360955,2025-10-18 05:01:55,10273,1.0,264.2,264.2,Estado de México,1156,CORMOCOR 20 COMP 6MG,México,240.18,0.0,240.18,240.18,1.0,240.18
1616,901,7501314704569,MICCIL,363430,2025-10-23 03:39:57,10273,1.0,249.51,249.51,Estado de México,1156,MICCIL INY 5 AMPS 2ML,México,239.26,0.0,239.26,239.26,1.0,239.26
1601,887,7501299330272,GLITACAR 1 15MG TAB C7,360955,2025-10-18 05:01:55,12,1.0,248.71,248.71,Estado de México,1156,GLITACAR-1 7 TABS 15MG,México,238.37,0.0,238.37,238.37,1.0,238.37
1601,887,7501300450449,CARDOMICIN INF FRESA150/8,368155,2025-11-01 03:50:44,10273,1.0,262.5,262.5,Estado de México,1156,CARDOMICIN JBE 200ML INFANTIL,México,236.25,0.0,236.25,236.25,1.0,236.25
1601,887,7502226294131,MD OSELTAMIVIR 75MG 10/C (ALPHARMA),357238,2025-10-11 03:17:16,20,2.0,157.5,315.0,Estado de México,1309,OSELTAMIVIR ALPHARMA Capsulas - c/10,México,117.28,0.0,117.28,234.56,1.0,234.56
1616,901,7501300708779,DAXON SUSP,369251,2025-11-04 03:44:40,12,1.0,265.63,265.63,Estado de México,1164,DAXON SUSP 60ML,México,229.8471,0.0,229.8471,229.8471,,229.8471
3045,1938,8903855083698,KURYENT 50MG 14 TAB,357634,2025-10-13 01:50:54,11,1.0,236.79,236.79,Estado de México,1156,KURYENT 14 TABS 50 MG,México,225.52,0.0,225.52,225.52,,225.52
1477,781,8716200727570,FRISOLAC GOLD ETAPA 2 400 G,355855,2025-10-08 05:28:54,12,1.0,232.98,232.98,Estado de México,1156,FRISOLAC GOLD 2 400 GR,México,225.14,0.0,225.14,225.14,1.0,225.14
1616,901,7501361606205,SINUBERASE,365055,2025-10-27 04:01:21,11,1.0,230.62,230.62,Estado de México,1762,SINUBERASE 2BILLONES UFC CAP C/12 *SFI*,México,208.7718,0.0,208.7718,208.7718,,208.7718
1601,887,7506335701306,MD CIPROFLOXACINO FLUXACORD 500MG C/14TAB,364595,2025-10-25 02:30:26,60,8.0,25.44,203.52,Estado de México,1762,CADP 08-2026 FLUXACORD 500MG. TAB. C/14 *ACC*,México,24.5535,0.0,24.5535,196.428,,196.428
1601,887,7506021101120,FORTI Q Ositos C/110 Gomitas,359119,2025-10-15 03:53:20,24,3.0,69.75,209.25,Estado de México,1161,FORT Q OSITOS 2.2 G C/110 GOMITAS,México,65.05,0.0,65.05,195.14999999999998,,195.14999999999998
1601,887,7501072340115,FLAGYL V 500MG OV C10,363442,2025-10-23 04:13:02,19,1.0,212.48,212.48,Estado de México,1156,FLAGYL V 10 OVULOS 500MG,México,193.92,0.0,193.92,193.92,1.0,193.92
1477,781,7504017515661,,362573,2025-10-21 23:03:45,10761,5.0,39.05,195.25,Estado de México,1358,FENESIN INF 120ML JBE,México,37.35,0.0455,37.366994250000005,186.83497125000002,1.0,186.83497125000002
1477,781,7501033958960,SYNTHROID LEVOT 75MG C30 TAB,356442,2025-10-09 05:15:59,12,1.0,216.16,216.16,Estado de México,1156,SYNTHROID 30 TABS 75 MCG,México,178.0,0.0,178.0,178.0,1.0,178.0
1616,901,7502211788799,"METRONIDAZOL, MICONAZOL",355704,2025-10-07 23:46:16,20,1.0,181.83,181.83,Estado de México,1309,"METRONIDAZOL , MICONAZOL Ovulos - c/7",México,176.69,0.0,176.69,176.69,,176.69
2563,885,7501125163463,DECOREX,354451,2025-10-06 00:36:15,10269,5.0,37.73,188.65,Estado de México,1309,DECOREX Solucion Inyectable - c/1,México,35.08,0.0,35.08,175.39999999999998,,175.39999999999998
1601,887,8716200727631,FORMULA FRISO GOLD 3E VAINILLA 400G,364646,2025-10-25 04:16:10,12,1.0,179.65,179.65,Estado de México,1156,FRISOLAC GOLD 3 400MG,México,174.15,0.0,174.15,174.15,1.0,174.15
2076,1187,7506022330574,ZENSIF I.M.,367023,2025-10-30 05:33:12,20,10.0,84.8,848.0,Estado de México,1309,ZENSIF 1GR IM Solucion Inyectable - c/1,México,17.28,0.0,17.28,172.8,,172.8
3045,1938,7891463002853,JERINGA BD 3 ML 21 G X 40 MM (VERDE),359059,2025-10-15 02:19:06,216,65.0,2.78,180.7,Estado de México,1358,JERINGA 3ML 21GX40MM(VERDE) BD,México,2.65,0.0455,2.65120575,172.32837375,,172.32837375
1477,781,7502216805378,CELECOXIB 200MG CAP C20,361180,2025-10-19 04:49:27,10269,3.0,57.7,173.1,Estado de México,1303,CELECOXIB 200mg C/20 Cap. (Ultra),Estado de México,56.18,0.0,56.18,168.54,1.0,168.54
1477,781,7502216792920,OMEPRAZOL 20MG CAP C120,355211,2025-10-07 05:16:41,62,4.0,42.39,169.56,Estado de México,1303,OMEPRAZOL 20mg C/120 Cap (Ultra),Estado de México,41.96,0.0,41.96,167.84,1.0,167.84
3045,1938,7503003406723,VENDA ELASTICA 5CMX5MTS QUIRMEX,359059,2025-10-15 02:19:06,47,50.0,4.11,205.5,Estado de México,1160,VENDA QUIRMEX 5CM (1 PIEZA),Estado de México,3.3338,0.0,3.3338,166.69,,166.69
1477,781,7501825305200,ESPRADEN 30 TAB 200/200 MG BLISTER,357692,2025-10-13 04:59:21,10637,4.0,44.14,176.56,Estado de México,1358,ESPRADEN C/30 TABLETAS,México,40.19,0.0455,40.208286449999996,160.83314579999998,1.0,160.83314579999998
2562,885,7501299304860,LOMBRIX DUET,360701,2025-10-17 20:44:34,11,2.0,82.45,164.9,Estado de México,1156,L OMBRIX-DUET 2 TABS 300/150MG,México,80.35,0.0,80.35,160.7,1.0,160.7
1616,901,7502216790896,VILDAGLIPTINA METFOR,362560,2025-10-21 22:51:16,20,1.0,158.0,158.0,Estado de México,1762,VILDAGLIPTINA/METFORMINA  50/500MG COMP C/30*ULT* GEN,México,155.1455,0.0,155.1455,155.1455,,155.1455
1616,901,7501300420244,ADALIR,356958,2025-10-10 03:43:03,12,1.0,172.5,172.5,Estado de México,1156,ADALIR 40 GR,México,153.13,0.0,153.13,153.13,1.0,153.13
2119,1223,7501123014644,FIRAC,360323,2025-10-17 03:05:19,41,1.0,194.56,194.56,Estado de México,1153,FIRAC 250 MG. 10 TAB,México,149.0,0.0,149.0,149.0,,149.0
1477,781,7502009746932,TRADITOR 1 GEL 500/50 MG 60 G,362573,2025-10-21 23:03:45,10761,3.0,51.66,154.98,Estado de México,1309,TRADITOR Gel - 60 g,México,49.2,0.0,49.2,147.60000000000002,1.0,147.60000000000002
1477,781,7501088503757,PILEFHID TAB C10,365078,2025-10-27 05:25:35,12,1.0,153.43,153.43,Estado de México,1156,PILEFHID 10 TABS 5 MG/ 0.25 MG,México,146.5,0.0,146.5,146.5,1.0,146.5
1601,887,8400007551,ALCOHOL POLIVINILICO SOL. OFT. FCO. GOTERO C/10 ML. (GRIN),359119,2025-10-15 03:53:20,41,4.0,44.4,177.6,Estado de México,1309,ALCOHOL POLIVINILICO GRIN Solucion Oftalmica - 10 ml,México,36.41,0.0,36.41,145.64,1.0,145.64
1601,887,780083140212,MD DIYODOHIDROXIQUINOLEINA/ CARBON VEGETAL/ FURAZOLIDONA THRECHOP C/20 TBS,357238,2025-10-11 03:17:16,20,2.0,83.41,166.82,Estado de México,1309,THRECHOP Tabletas - c/20,México,72.11,0.0,72.11,144.22,1.0,144.22
1601,887,7502009746376,MD TELMISARTAN/ HIDROCLOROTIAZIDA ARCHER-COMPUESTO 80/12.5MG 14TAB,357238,2025-10-11 03:17:16,20,2.0,71.19,142.38,Estado de México,1309,ARCHER-COMPUESTO Tabletas - c/14,México,70.37,0.0,70.37,140.74,1.0,140.74
1477,781,7501314703852,RAPIX RD SUBL 30MG TAB C4,365793,2025-10-28 05:57:33,10273,1.0,143.16,143.16,Estado de México,1156,RAPIX RD 4 TABS 30MG,México,138.0,0.0,138.0,138.0,1.0,138.0
1616,901,7503000422672,PENTIVER,366152,2025-10-28 22:18:34,20,11.0,27.6,303.6,Estado de México,1309,PENTIVER 1GR Tabletas - c/8,México,12.54,0.0,12.54,137.94,,137.94
1477,781,7501537102142,BRUCAP (CAPTOPRIL) 30 COMPRIMIDOS 25 MG,362573,2025-10-21 23:03:45,10761,15.0,9.5,142.5,Estado de México,1358,BRUCAP  C/30 TABS. 25 MG.,México,9.17,0.0455,9.17417235,137.61258525,1.0,137.61258525
2076,1187,7502216790681,DEXLANSOPRAZOL,361344,2025-10-20 05:13:07,24,1.0,175.31,175.31,Estado de México,1762,DEXLANSOPRAZOL 60MG CAP C/14*ULT*,México,134.9091,0.0,134.9091,134.9091,,134.9091
1601,887,7501825301653,MD FLUOXETINA INDOZUL 20MG C/28TBS,357238,2025-10-11 03:17:16,55,3.0,47.08,141.24,Estado de México,1358,INDOZUL CAJA C/28 TABS 20 MG.,México,44.53,0.0455,44.550261150000004,133.65078345,,133.65078345
3045,1938,7501298204260,LEVOTIROXINA SODICA 100MCG 100 TAB MERCK,363330,2025-10-23 00:55:10,216,3.0,70.0,210.0,Estado de México,1161,LEVOTIROXINA 100MG TABLETAS C/100,México,42.45,0.0,42.45,127.35000000000001,,127.35000000000001
1601,887,7501072300225,THERAFLU TD SOBRE INDIV DIA,355191,2025-10-07 04:18:51,11,1.0,136.77,136.77,Estado de México,1156,TING AERO 150GR,México,125.4,0.0,125.4,125.4,1.0,125.4
1601,887,7503000422498,MD BEZAFIBRATO REDALIP 200MG C/30TBS,364595,2025-10-25 02:30:26,20,4.0,31.5,126.0,Estado de México,1358,REDALIP  C/30 TABLETAS 200 MG.,México,30.53,0.0455,30.54389115,122.1755646,,122.1755646
3045,1938,7502259891383,PROBIOVER 12 CAPS SACCHAROMYCES BOULARDI MAVER,363330,2025-10-23 00:55:10,10269,3.0,42.04,126.12,Estado de México,1309,PROBIOVER Capsulas - c/12,México,39.88,0.0,39.88,119.64000000000001,,119.64000000000001
1601,887,7501825300274,MD DEXTROMETORFANO/ GUAIFENESINA DEBEQUIN-C JBE AD 120ML,359119,2025-10-15 03:53:20,20,3.0,59.49,178.47,Estado de México,1150,DEBEQUIN-C AD 1 JBE .300/2G/100 ML,México,39.4605,-0.05,39.44076975,118.32230925,,118.32230925
1616,901,7500326108778,D-GELAC+F5,360766,2025-10-17 22:37:53,20,2.0,59.16,118.32,Estado de México,1309,D-GELAC+FS Capsulas - c/30,México,56.06,0.0,56.06,112.12,,112.12
1601,887,7501737500038,MD GENTILAX 50 TABS,361335,2025-10-20 04:09:04,24,1.0,113.57,113.57,Estado de México,1358,GENTILAX C/50 TABLETAS,México,110.25,0.0455,110.30016375,110.30016375,,110.30016375
1616,901,7501123013401,BREACOL JBE. ADULTO CAJA C/FCO. C/120 ML.,361330,2025-10-20 03:57:11,41,1.0,120.08,120.08,Estado de México,1762,BREACOL ADT 200MG/2.0GR/100ML JBE. 120ML *GRM*,México,109.7777,0.0,109.7777,109.7777,,109.7777
1477,781,7501471889680,TEXOVEN 20 CAPSULAS 100 MG,362573,2025-10-21 23:03:45,10761,4.0,28.1,112.4,Estado de México,1358,TEXOVEN C/20 CAPS. 100 MG.,México,26.88,0.0455,26.8922304,107.5689216,1.0,107.5689216
1477,781,780083141226,PERLUDIL SOL INY AMP C1,355211,2025-10-07 05:16:41,10637,3.0,41.36,124.08,Estado de México,1303,PERLUDIL Sol. Iny. 1ml,Estado de México,35.17,0.0,35.17,105.51,1.0,105.51
1616,901,729513130089,VENDA ELASTICA LE ROY,356427,2025-10-09 04:17:10,11,5.0,31.49,157.45,Estado de México,1309,VENDA ELASTICA 15 CMS PREMIUM LEROY Bolsa - 1 Pieza,México,20.95,0.0,20.95,104.75,,104.75
1601,887,7502009740558,MD CLINDAMICINA  INDACIL 300MG C/16CAPS,357238,2025-10-11 03:17:16,20,2.0,52.92,105.84,Estado de México,1309,INDACIL Capsulas - c/16,México,52.31,0.0,52.31,104.62,1.0,104.62
2076,1187,7501101600050,METFORMINA GLIBENCLAMI,358447,2025-10-14 04:51:12,24,4.0,27.53,110.12,Estado de México,1161,METFORMINA/GLIBENCLAMIDA 500MG/2.5MG TABLETAS C/40,México,26.0,0.0,26.0,104.0,,104.0
1477,781,7501300420206,FEBRAXITO SOL100MG/1ML GOT30ML,357692,2025-10-13 04:59:21,20,1.0,104.73,104.73,Estado de México,1156,FEBRAXITO FCO GOTERO 30ML,México,103.75,0.0,103.75,103.75,1.0,103.75
1477,781,821998000434,BROMURO DE PINAVERIO 14 MG 14 COMPRIMIDOS,362573,2025-10-21 23:03:45,10761,6.0,17.75,106.5,Estado de México,1309,BROMURO DE PINAVERIO SCHOEN Tabletas - c/14,México,17.28,0.0,17.28,103.68,1.0,103.68
1477,781,7501547503168,CARBAGER PLUS 30MG TAB C10,354379,2025-10-05 05:45:12,20,2.0,54.0,108.0,Estado de México,1358,CARBAGER PLUS C/10 TABS. 300/300MG.,México,51.68,0.0455,51.7035144,103.4070288,1.0,103.4070288
1729,991,7502006921974,FARMIVER JUNIOR,361124,2025-10-18 21:32:42,11327,5.0,21.9,109.5,Estado de México,1160,FARMIVER JUNIOR 20 ML,Estado de México,20.6304,0.0,20.6304,103.15200000000002,1.0,103.15200000000002
2076,1187,7501125124549,PRAMOTIL INY. 10 MG. CAJA C/6 AMP. C/2 ML.,357674,2025-10-13 03:41:34,24,3.0,35.58,106.74,Estado de México,1358,PRAMOTIL C/6 AMP. 10 MG/2ML.,México,32.97,0.0455,32.98500135,98.95500404999999,,98.95500404999999
